fileid,labsamplename,labcategoryname,labcategorycode,labtestname,labtestcode,unit,result,resultasnumeric,resultmathoperation,asbestosdetected,labsampletype
-1,K22-De0001383,Asbestos in Soils (AS 4964-2004),,Total Analytical Fraction,,,,,,,Solid
-1,K22-De0001383,Asbestos in Soils (AS 4964-2004),,Received Weight,,,,,,,Solid
-1,K22-De0001383,Asbestos in Soils (AS 4964-2004),,Sample Description,,,,,,,Solid
-1,K22-De0001383,Asbestos Fines (AF) < 10 mm,,Total AF,,,,,,,Solid
-1,K22-De0001383,Asbestos Fines (AF) < 10 mm,,AF Asbestos in Soil,,,,,,,Solid
-1,K22-De0001383,Asbestos Containing Materials (ACM) >10 mm,,Total ACM (> 10mm),,,,,,,Solid
-1,K22-De0001383,Asbestos (Presence/Absence),,Asbestos type,,,Chrysotile (White Asbestos) detected,,,,Solid
-1,K22-De0001383,Asbestos (Presence/Absence),,Asbestos form,,,-,,,,Solid
-1,K22-De0001383,,,% Moisture,,,20,20.0000,,,Solid
-1,K22-De0001383,,,Asbestos Sample Description,,,,,,,Solid
-1,K22-De0001382,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos Presence / Absence,,,Asbestos NOT detected,,,Not Detected,Solid
-1,K22-De0001382,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Combined Fibrous Asbestos + Asbestos Fines as % of Total Sample,,,-,,,,Solid
-1,K22-De0001382,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos in ACM as % of Total Sample,,,-,,,,Solid
-1,K22-De0001382,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Description of Asbestos Form,,,-,,,,Solid
-1,K22-De0001382,Metals,,Arsenic,,,<0.1,0.1000,<,,Solid
-1,K22-De0001382,Metals,,Lead,,,,,,,Solid
-1,K22-De0001382,Metals,,Zinc,,,,,,,Solid
-1,K22-De0001382,Metals,,Nickel,,,,,,,Solid
-1,K22-De0001382,Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001382,Metals,,Chromium,,,,,,,Solid
-1,K22-De0001382,Metals,,Copper,,,,,,,Solid
-1,K22-De0001382,Heavy Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001382,Heavy Metals,,Chromium,,,,,,,Solid
-1,K22-De0001382,Heavy Metals,,Copper,,,,,,,Solid
-1,K22-De0001382,Fibrous Asbestos (FA) >10 mm,,FA Asbestos in Soil,,,,,,,Solid
-1,K22-De0001382,Fibrous Asbestos (FA) >10 mm,,FA % asbestos (weighted average),,,,,,,Solid
-1,K22-De0001382,Fibrous Asbestos (FA) >10 mm,,Total FA,,,,,,,Solid
-1,K22-De0001382,Fibrous Asbestos (FA) <10 mm,,FA % asbestos (weighted average),,,,,,,Solid
-1,K22-De0001382,Fibrous Asbestos (FA) <10 mm,,Total FA,,,,,,,Solid
-1,K22-De0001382,Fibrous Asbestos (FA) <10 mm,,FA Asbestos in Soil,,,,,,,Solid
-1,K22-De0001382,Asbestos in Soils (NZ GAMAS),,Weight (>10 mm),,,,,,,Solid
-1,K22-De0001382,Asbestos in Soils (NZ GAMAS),,Weight (<2 mm),,,,,,,Solid
-1,K22-De0001382,Asbestos in Soils (NZ GAMAS),,Weight (<10 mm >2 mm),,,,,,,Solid
-1,K22-De0001382,Asbestos in Soils (AS 4964-2004),,Trace Analysis,,,,,,,Solid
-1,K22-De0001382,Asbestos in Soils (AS 4964-2004),,Asbestos Content (as asbestos),,,,,,,Solid
-1,K22-De0001382,Asbestos in Soils (AS 4964-2004),,Asbestos Detected,,,,,,,Solid
-1,K22-De0001382,Asbestos in Soils (AS 4964-2004),,Total Analytical Fraction,,,,,,,Solid
-1,K22-De0001382,Asbestos in Soils (AS 4964-2004),,Total Dry Mass,,,,,,,Solid
-1,K22-De0001382,Asbestos in Soils (AS 4964-2004),,Received Weight,,,,,,,Solid
-1,K22-De0001382,Asbestos in Soils (AS 4964-2004),,Sample Description,,,,,,,Solid
-1,K22-De0001382,Asbestos Fines (AF) < 10 mm,,Total AF,,,,,,,Solid
-1,K22-De0001382,Asbestos Fines (AF) < 10 mm,,AF Asbestos in Soil,,,,,,,Solid
-1,K22-De0001382,Asbestos Containing Materials (ACM) >10 mm,,Total ACM (> 10mm),,,,,,,Solid
-1,K22-De0001382,Asbestos (Presence/Absence),,Asbestos type,,,Chrysotile (White Asbestos) detected,,,,Solid
-1,K22-De0001382,Asbestos (Presence/Absence),,Asbestos form,,,-,,,,Solid
-1,K22-De0001382,,,% Moisture,,,26,26.0000,,,Solid
-1,K22-De0001382,,,Asbestos Sample Description,,,,,,,Solid
-1,K22-De0001381,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Description of Asbestos Form,,,Loose fibre bundles.,,,,Solid
-1,K22-De0001381,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos Presence / Absence,,,Chrysotile (White Asbestos) detected),,,Detected,Solid
-1,K22-De0001381,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Combined Fibrous Asbestos + Asbestos Fines as % of Total Sample,,,<0.001,0.0010,<,,Solid
-1,K22-De0001381,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos in ACM as % of Total Sample,,,-,,,,Solid
-1,K22-De0001381,Metals,,Arsenic,,,,,,,Solid
-1,K22-De0001381,Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001381,Metals,,Lead,,,,,,,Solid
-1,K22-De0001381,Metals,,Zinc,,,,,,,Solid
-1,K22-De0001381,Metals,,Nickel,,,,,,,Solid
-1,K22-De0001381,Metals,,Copper,,,,,,,Solid
-1,K22-De0001381,Metals,,Chromium,,,,,,,Solid
-1,K22-De0001381,Heavy Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001381,Heavy Metals,,Chromium,,,,,,,Solid
-1,K22-De0001381,Heavy Metals,,Copper,,,,,,,Solid
-1,K22-De0001381,Fibrous Asbestos (FA) >10 mm,,FA % asbestos (weighted average),,,N/A,,,,Solid
-1,K22-De0001381,Fibrous Asbestos (FA) >10 mm,,FA Asbestos in Soil,,,<0.001,0.0010,<,,Solid
-1,K22-De0001381,Fibrous Asbestos (FA) >10 mm,,Total FA,,,<0.00001,0.0000,<,,Solid
-1,K22-De0001381,Fibrous Asbestos (FA) <10 mm,,FA % asbestos (weighted average),,,N/A,,,,Solid
-1,K22-De0001381,Fibrous Asbestos (FA) <10 mm,,FA Asbestos in Soil,,,<0.001,0.0010,<,,Solid
-1,K22-De0001381,Fibrous Asbestos (FA) <10 mm,,Total FA,,,<0.00001,0.0000,<,,Solid
-1,K22-De0001381,Asbestos in Soils (NZ GAMAS),,Weight (>10 mm),,,33.54,33.5400,,,Solid
-1,K22-De0001381,Asbestos in Soils (NZ GAMAS),,Weight (<10 mm >2 mm),,,234.43,234.4300,,,Solid
-1,K22-De0001381,Asbestos in Soils (NZ GAMAS),,Weight (<2 mm),,,178.94,178.9400,,,Solid
-1,K22-De0001381,Asbestos in Soils (AS 4964-2004),,Asbestos Detected,,,Yes,,,,Solid
-1,K22-De0001381,Asbestos in Soils (AS 4964-2004),,Trace Analysis,,,No trace asbestos detected.,,,,Solid
-1,K22-De0001381,Asbestos in Soils (AS 4964-2004),,Sample Description,,,Fine grained soil and rocks,,,,Solid
-1,K22-De0001381,Asbestos in Soils (AS 4964-2004),,Asbestos Content (as asbestos),,,<0.01,0.0100,<,,Solid
-1,K22-De0001381,Asbestos in Soils (AS 4964-2004),,Received Weight,,,600.11,600.1100,,,Solid
-1,K22-De0001381,Asbestos in Soils (AS 4964-2004),,Total Dry Mass,,,458.72,458.7200,,,Solid
-1,K22-De0001381,Asbestos in Soils (AS 4964-2004),,Total Analytical Fraction,,,458.72,458.7200,,,Solid
-1,K22-De0001381,Asbestos Fines (AF) < 10 mm,,AF Asbestos in Soil,,,<0.001,0.0010,<,,Solid
-1,K22-De0001381,Asbestos Fines (AF) < 10 mm,,Total AF,,,0.00126,0.0013,,,Solid
-1,K22-De0001381,Asbestos Containing Materials (ACM) >10 mm,,Total ACM (> 10mm),,,<0.1,0.1000,<,,Solid
-1,K22-De0001381,Asbestos (Presence/Absence),,Asbestos type,,,Chrysotile (White Asbestos) detected,,,,Solid
-1,K22-De0001381,Asbestos (Presence/Absence),,Asbestos form,,,-,,,,Solid
-1,K22-De0001381,,,% Moisture,,,,,,,Solid
-1,K22-De0001381,,,Asbestos Sample Description,,,,,,,Solid
-1,K22-De0001380,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Description of Asbestos Form,,,Loose fibre bundles.,,,,Solid
-1,K22-De0001380,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos Presence / Absence,,,Chrysotile (White Asbestos) detected),,,Detected,Solid
-1,K22-De0001380,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Combined Fibrous Asbestos + Asbestos Fines as % of Total Sample,,,0.003,0.0030,,,Solid
-1,K22-De0001380,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos in ACM as % of Total Sample,,,-,,,,Solid
-1,K22-De0001380,Metals,,Lead,,,,,,,Solid
-1,K22-De0001380,Metals,,Copper,,,,,,,Solid
-1,K22-De0001380,Metals,,Chromium,,,,,,,Solid
-1,K22-De0001380,Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001380,Metals,,Arsenic,,,,,,,Solid
-1,K22-De0001380,Metals,,Zinc,,,,,,,Solid
-1,K22-De0001380,Metals,,Nickel,,,,,,,Solid
-1,K22-De0001380,Heavy Metals,,Chromium,,,,,,,Solid
-1,K22-De0001380,Heavy Metals,,Copper,,,,,,,Solid
-1,K22-De0001380,Heavy Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001380,Fibrous Asbestos (FA) >10 mm,,FA % asbestos (weighted average),,,N/A,,,,Solid
-1,K22-De0001380,Fibrous Asbestos (FA) >10 mm,,FA Asbestos in Soil,,,<0.001,0.0010,<,,Solid
-1,K22-De0001380,Fibrous Asbestos (FA) >10 mm,,Total FA,,,<0.00001,0.0000,<,,Solid
-1,K22-De0001380,Fibrous Asbestos (FA) <10 mm,,FA % asbestos (weighted average),,,N/A,,,,Solid
-1,K22-De0001380,Fibrous Asbestos (FA) <10 mm,,FA Asbestos in Soil,,,<0.001,0.0010,<,,Solid
-1,K22-De0001380,Fibrous Asbestos (FA) <10 mm,,Total FA,,,<0.00001,0.0000,<,,Solid
-1,K22-De0001380,Asbestos in Soils (NZ GAMAS),,Weight (<10 mm >2 mm),,,230.78,230.7800,,,Solid
-1,K22-De0001380,Asbestos in Soils (NZ GAMAS),,Weight (>10 mm),,,19.88,19.8800,,,Solid
-1,K22-De0001380,Asbestos in Soils (NZ GAMAS),,Weight (<2 mm),,,180.44,180.4400,,,Solid
-1,K22-De0001380,Asbestos in Soils (AS 4964-2004),,Asbestos Detected,,,Yes,,,,Solid
-1,K22-De0001380,Asbestos in Soils (AS 4964-2004),,Trace Analysis,,,No trace asbestos detected.,,,,Solid
-1,K22-De0001380,Asbestos in Soils (AS 4964-2004),,Sample Description,,,Fine grained soil and rocks,,,,Solid
-1,K22-De0001380,Asbestos in Soils (AS 4964-2004),,Asbestos Content (as asbestos),,,<0.01,0.0100,<,,Solid
-1,K22-De0001380,Asbestos in Soils (AS 4964-2004),,Received Weight,,,594.7,594.7000,,,Solid
-1,K22-De0001380,Asbestos in Soils (AS 4964-2004),,Total Dry Mass,,,442.76,442.7600,,,Solid
-1,K22-De0001380,Asbestos in Soils (AS 4964-2004),,Total Analytical Fraction,,,442.76,442.7600,,,Solid
-1,K22-De0001380,Asbestos Fines (AF) < 10 mm,,Total AF,,,0.01182,0.0118,,,Solid
-1,K22-De0001380,Asbestos Fines (AF) < 10 mm,,AF Asbestos in Soil,,,0.003,0.0030,,,Solid
-1,K22-De0001380,Asbestos Containing Materials (ACM) >10 mm,,Total ACM (> 10mm),,,<0.1,0.1000,<,,Solid
-1,K22-De0001380,Asbestos (Presence/Absence),,Asbestos type,,,Chrysotile (White Asbestos) detected,,,,Solid
-1,K22-De0001380,Asbestos (Presence/Absence),,Asbestos form,,,-,,,,Solid
-1,K22-De0001380,,,% Moisture,,,,,,,Solid
-1,K22-De0001380,,,Asbestos Sample Description,,,,,,,Solid
-1,K22-De0001379,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos Presence / Absence,,,Asbestos NOT detected,,,Not Detected,Solid
-1,K22-De0001379,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Description of Asbestos Form,,,-,,,,Solid
-1,K22-De0001379,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Combined Fibrous Asbestos + Asbestos Fines as % of Total Sample,,,-,,,,Solid
-1,K22-De0001379,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos in ACM as % of Total Sample,,,-,,,,Solid
-1,K22-De0001379,Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001379,Metals,,Arsenic,,,,,,,Solid
-1,K22-De0001379,Metals,,Copper,,,,,,,Solid
-1,K22-De0001379,Metals,,Chromium,,,,,,,Solid
-1,K22-De0001379,Metals,,Lead,,,,,,,Solid
-1,K22-De0001379,Metals,,Nickel,,,,,,,Solid
-1,K22-De0001379,Metals,,Zinc,,,,,,,Solid
-1,K22-De0001379,Heavy Metals,,Copper,,,,,,,Solid
-1,K22-De0001379,Heavy Metals,,Chromium,,,,,,,Solid
-1,K22-De0001379,Heavy Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001379,Fibrous Asbestos (FA) >10 mm,,FA Asbestos in Soil,,,,,,,Solid
-1,K22-De0001379,Fibrous Asbestos (FA) >10 mm,,FA % asbestos (weighted average),,,,,,,Solid
-1,K22-De0001379,Fibrous Asbestos (FA) >10 mm,,Total FA,,,,,,,Solid
-1,K22-De0001379,Fibrous Asbestos (FA) <10 mm,,FA Asbestos in Soil,,,,,,,Solid
-1,K22-De0001379,Fibrous Asbestos (FA) <10 mm,,FA % asbestos (weighted average),,,,,,,Solid
-1,K22-De0001379,Fibrous Asbestos (FA) <10 mm,,Total FA,,,,,,,Solid
-1,K22-De0001379,Asbestos in Soils (NZ GAMAS),,Weight (<2 mm),,,,,,,Solid
-1,K22-De0001379,Asbestos in Soils (NZ GAMAS),,Weight (<10 mm >2 mm),,,,,,,Solid
-1,K22-De0001379,Asbestos in Soils (NZ GAMAS),,Weight (>10 mm),,,,,,,Solid
-1,K22-De0001379,Asbestos in Soils (AS 4964-2004),,Asbestos Detected,,,,,,,Solid
-1,K22-De0001379,Asbestos in Soils (AS 4964-2004),,Trace Analysis,,,,,,,Solid
-1,K22-De0001379,Asbestos in Soils (AS 4964-2004),,Asbestos Content (as asbestos),,,,,,,Solid
-1,K22-De0001379,Asbestos in Soils (AS 4964-2004),,Total Analytical Fraction,,,,,,,Solid
-1,K22-De0001379,Asbestos in Soils (AS 4964-2004),,Total Dry Mass,,,,,,,Solid
-1,K22-De0001379,Asbestos in Soils (AS 4964-2004),,Received Weight,,,,,,,Solid
-1,K22-De0001379,Asbestos in Soils (AS 4964-2004),,Sample Description,,,,,,,Solid
-1,K22-De0001379,Asbestos Fines (AF) < 10 mm,,AF Asbestos in Soil,,,,,,,Solid
-1,K22-De0001379,Asbestos Fines (AF) < 10 mm,,Total AF,,,,,,,Solid
-1,K22-De0001379,Asbestos Containing Materials (ACM) >10 mm,,Total ACM (> 10mm),,,,,,,Solid
-1,K22-De0001379,Asbestos (Presence/Absence),,Asbestos type,,,Chrysotile (White Asbestos) detected,,,,Solid
-1,K22-De0001379,Asbestos (Presence/Absence),,Asbestos form,,,-,,,,Solid
-1,K22-De0001379,,,Asbestos Sample Description,,,,,,,Solid
-1,K22-De0001379,,,% Moisture,,,,,,,Solid
-1,K22-De0001378,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos Presence / Absence,,,Asbestos NOT detected,,,Not Detected,Solid
-1,K22-De0001378,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Description of Asbestos Form,,,-,,,,Solid
-1,K22-De0001378,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos in ACM as % of Total Sample,,,-,,,,Solid
-1,K22-De0001378,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Combined Fibrous Asbestos + Asbestos Fines as % of Total Sample,,,-,,,,Solid
-1,K22-De0001378,Metals,,Arsenic,,,,,,,Solid
-1,K22-De0001378,Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001378,Metals,,Chromium,,,,,,,Solid
-1,K22-De0001378,Metals,,Lead,,,,,,,Solid
-1,K22-De0001378,Metals,,Zinc,,,,,,,Solid
-1,K22-De0001378,Metals,,Nickel,,,,,,,Solid
-1,K22-De0001378,Metals,,Copper,,,,,,,Solid
-1,K22-De0001378,Heavy Metals,,Chromium,,,,,,,Solid
-1,K22-De0001378,Heavy Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001378,Heavy Metals,,Copper,,,,,,,Solid
-1,K22-De0001378,Fibrous Asbestos (FA) >10 mm,,Total FA,,,,,,,Solid
-1,K22-De0001378,Fibrous Asbestos (FA) >10 mm,,FA Asbestos in Soil,,,,,,,Solid
-1,K22-De0001378,Fibrous Asbestos (FA) >10 mm,,FA % asbestos (weighted average),,,,,,,Solid
-1,K22-De0001378,Fibrous Asbestos (FA) <10 mm,,FA Asbestos in Soil,,,,,,,Solid
-1,K22-De0001378,Fibrous Asbestos (FA) <10 mm,,FA % asbestos (weighted average),,,,,,,Solid
-1,K22-De0001378,Fibrous Asbestos (FA) <10 mm,,Total FA,,,,,,,Solid
-1,K22-De0001378,Asbestos in Soils (NZ GAMAS),,Weight (>10 mm),,,,,,,Solid
-1,K22-De0001378,Asbestos in Soils (NZ GAMAS),,Weight (<2 mm),,,,,,,Solid
-1,K22-De0001378,Asbestos in Soils (NZ GAMAS),,Weight (<10 mm >2 mm),,,,,,,Solid
-1,K22-De0001378,Asbestos in Soils (AS 4964-2004),,Received Weight,,,,,,,Solid
-1,K22-De0001378,Asbestos in Soils (AS 4964-2004),,Trace Analysis,,,,,,,Solid
-1,K22-De0001378,Asbestos in Soils (AS 4964-2004),,Asbestos Content (as asbestos),,,,,,,Solid
-1,K22-De0001378,Asbestos in Soils (AS 4964-2004),,Asbestos Detected,,,,,,,Solid
-1,K22-De0001378,Asbestos in Soils (AS 4964-2004),,Total Analytical Fraction,,,,,,,Solid
-1,K22-De0001378,Asbestos in Soils (AS 4964-2004),,Total Dry Mass,,,,,,,Solid
-1,K22-De0001378,Asbestos in Soils (AS 4964-2004),,Sample Description,,,,,,,Solid
-1,K22-De0001378,Asbestos Fines (AF) < 10 mm,,AF Asbestos in Soil,,,,,,,Solid
-1,K22-De0001378,Asbestos Fines (AF) < 10 mm,,Total AF,,,,,,,Solid
-1,K22-De0001378,Asbestos Containing Materials (ACM) >10 mm,,Total ACM (> 10mm),,,,,,,Solid
-1,K22-De0001378,Asbestos (Presence/Absence),,Asbestos type,,,Chrysotile (White Asbestos) detected,,,,Solid
-1,K22-De0001378,Asbestos (Presence/Absence),,Asbestos form,,,-,,,,Solid
-1,K22-De0001378,,,% Moisture,,,,,,,Solid
-1,K22-De0001378,,,Asbestos Sample Description,,,,,,,Solid
-1,K22-De0001377,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos Presence / Absence,,,Asbestos NOT detected,,,Not Detected,Solid
-1,K22-De0001377,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos in ACM as % of Total Sample,,,-,,,,Solid
-1,K22-De0001377,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Description of Asbestos Form,,,-,,,,Solid
-1,K22-De0001377,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Combined Fibrous Asbestos + Asbestos Fines as % of Total Sample,,,-,,,,Solid
-1,K22-De0001377,Metals,,Arsenic,,,,,,,Solid
-1,K22-De0001377,Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001377,Metals,,Chromium,,,,,,,Solid
-1,K22-De0001377,Metals,,Copper,,,,,,,Solid
-1,K22-De0001377,Metals,,Lead,,,,,,,Solid
-1,K22-De0001377,Metals,,Nickel,,,,,,,Solid
-1,K22-De0001377,Metals,,Zinc,,,,,,,Solid
-1,K22-De0001377,Heavy Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001377,Heavy Metals,,Chromium,,,,,,,Solid
-1,K22-De0001377,Heavy Metals,,Copper,,,,,,,Solid
-1,K22-De0001377,Fibrous Asbestos (FA) >10 mm,,FA Asbestos in Soil,,,,,,,Solid
-1,K22-De0001377,Fibrous Asbestos (FA) >10 mm,,FA % asbestos (weighted average),,,,,,,Solid
-1,K22-De0001377,Fibrous Asbestos (FA) >10 mm,,Total FA,,,,,,,Solid
-1,K22-De0001377,Fibrous Asbestos (FA) <10 mm,,FA Asbestos in Soil,,,,,,,Solid
-1,K22-De0001377,Fibrous Asbestos (FA) <10 mm,,FA % asbestos (weighted average),,,,,,,Solid
-1,K22-De0001377,Fibrous Asbestos (FA) <10 mm,,Total FA,,,,,,,Solid
-1,K22-De0001377,Asbestos in Soils (NZ GAMAS),,Weight (<2 mm),,,,,,,Solid
-1,K22-De0001377,Asbestos in Soils (NZ GAMAS),,Weight (<10 mm >2 mm),,,,,,,Solid
-1,K22-De0001377,Asbestos in Soils (NZ GAMAS),,Weight (>10 mm),,,,,,,Solid
-1,K22-De0001377,Asbestos in Soils (AS 4964-2004),,Trace Analysis,,,,,,,Solid
-1,K22-De0001377,Asbestos in Soils (AS 4964-2004),,Asbestos Content (as asbestos),,,,,,,Solid
-1,K22-De0001377,Asbestos in Soils (AS 4964-2004),,Sample Description,,,,,,,Solid
-1,K22-De0001377,Asbestos in Soils (AS 4964-2004),,Received Weight,,,,,,,Solid
-1,K22-De0001377,Asbestos in Soils (AS 4964-2004),,Total Dry Mass,,,,,,,Solid
-1,K22-De0001377,Asbestos in Soils (AS 4964-2004),,Total Analytical Fraction,,,,,,,Solid
-1,K22-De0001377,Asbestos in Soils (AS 4964-2004),,Asbestos Detected,,,,,,,Solid
-1,K22-De0001377,Asbestos Fines (AF) < 10 mm,,AF Asbestos in Soil,,,,,,,Solid
-1,K22-De0001377,Asbestos Fines (AF) < 10 mm,,Total AF,,,,,,,Solid
-1,K22-De0001377,Asbestos Containing Materials (ACM) >10 mm,,Total ACM (> 10mm),,,,,,,Solid
-1,K22-De0001377,Asbestos (Presence/Absence),,Asbestos type,,,Chrysotile (White Asbestos) detected,,,,Solid
-1,K22-De0001377,Asbestos (Presence/Absence),,Asbestos form,,,-,,,,Solid
-1,K22-De0001377,,,Asbestos Sample Description,,,,,,,Solid
-1,K22-De0001377,,,% Moisture,,,,,,,Solid
-1,K22-De0001376,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos Presence / Absence,,,Asbestos NOT detected,,,Not Detected,Solid
-1,K22-De0001376,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Combined Fibrous Asbestos + Asbestos Fines as % of Total Sample,,,-,,,,Solid
-1,K22-De0001376,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos in ACM as % of Total Sample,,,-,,,,Solid
-1,K22-De0001376,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Description of Asbestos Form,,,-,,,,Solid
-1,K22-De0001376,Metals,,Nickel,,,,,,,Solid
-1,K22-De0001376,Metals,,Lead,,,,,,,Solid
-1,K22-De0001376,Metals,,Arsenic,,,,,,,Solid
-1,K22-De0001376,Metals,,Zinc,,,,,,,Solid
-1,K22-De0001376,Metals,,Copper,,,,,,,Solid
-1,K22-De0001376,Metals,,Chromium,,,,,,,Solid
-1,K22-De0001376,Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001376,Heavy Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001376,Heavy Metals,,Copper,,,,,,,Solid
-1,K22-De0001376,Heavy Metals,,Chromium,,,,,,,Solid
-1,K22-De0001376,Fibrous Asbestos (FA) >10 mm,,FA Asbestos in Soil,,,,,,,Solid
-1,K22-De0001376,Fibrous Asbestos (FA) >10 mm,,FA % asbestos (weighted average),,,,,,,Solid
-1,K22-De0001376,Fibrous Asbestos (FA) >10 mm,,Total FA,,,,,,,Solid
-1,K22-De0001376,Fibrous Asbestos (FA) <10 mm,,Total FA,,,,,,,Solid
-1,K22-De0001376,Fibrous Asbestos (FA) <10 mm,,FA Asbestos in Soil,,,,,,,Solid
-1,K22-De0001376,Fibrous Asbestos (FA) <10 mm,,FA % asbestos (weighted average),,,,,,,Solid
-1,K22-De0001376,Asbestos in Soils (NZ GAMAS),,Weight (<2 mm),,,,,,,Solid
-1,K22-De0001376,Asbestos in Soils (NZ GAMAS),,Weight (<10 mm >2 mm),,,,,,,Solid
-1,K22-De0001376,Asbestos in Soils (NZ GAMAS),,Weight (>10 mm),,,,,,,Solid
-1,K22-De0001376,Asbestos in Soils (AS 4964-2004),,Total Dry Mass,,,,,,,Solid
-1,K22-De0001376,Asbestos in Soils (AS 4964-2004),,Received Weight,,,,,,,Solid
-1,K22-De0001376,Asbestos in Soils (AS 4964-2004),,Sample Description,,,,,,,Solid
-1,K22-De0001376,Asbestos in Soils (AS 4964-2004),,Total Analytical Fraction,,,,,,,Solid
-1,K22-De0001376,Asbestos in Soils (AS 4964-2004),,Asbestos Detected,,,,,,,Solid
-1,K22-De0001376,Asbestos in Soils (AS 4964-2004),,Asbestos Content (as asbestos),,,,,,,Solid
-1,K22-De0001376,Asbestos in Soils (AS 4964-2004),,Trace Analysis,,,,,,,Solid
-1,K22-De0001376,Asbestos Fines (AF) < 10 mm,,AF Asbestos in Soil,,,,,,,Solid
-1,K22-De0001376,Asbestos Fines (AF) < 10 mm,,Total AF,,,,,,,Solid
-1,K22-De0001376,Asbestos Containing Materials (ACM) >10 mm,,Total ACM (> 10mm),,,,,,,Solid
-1,K22-De0001376,Asbestos (Presence/Absence),,Asbestos type,,,Chrysotile (White Asbestos) detected,,,,Solid
-1,K22-De0001376,Asbestos (Presence/Absence),,Asbestos form,,,-,,,,Solid
-1,K22-De0001376,,,% Moisture,,,,,,,Solid
-1,K22-De0001376,,,Asbestos Sample Description,,,,,,,Solid
-1,K22-De0001375,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos Presence / Absence,,,Asbestos NOT detected,,,Not Detected,Solid
-1,K22-De0001375,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Combined Fibrous Asbestos + Asbestos Fines as % of Total Sample,,,-,,,,Solid
-1,K22-De0001375,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos in ACM as % of Total Sample,,,-,,,,Solid
-1,K22-De0001375,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Description of Asbestos Form,,,-,,,,Solid
-1,K22-De0001375,Metals,,Lead,,,12,12.0000,,,Solid
-1,K22-De0001375,Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001375,Metals,,Arsenic,,,,,,,Solid
-1,K22-De0001375,Metals,,Zinc,,,,,,,Solid
-1,K22-De0001375,Metals,,Nickel,,,,,,,Solid
-1,K22-De0001375,Metals,,Copper,,,,,,,Solid
-1,K22-De0001375,Metals,,Chromium,,,,,,,Solid
-1,K22-De0001375,Heavy Metals,,Copper,,,,,,,Solid
-1,K22-De0001375,Heavy Metals,,Chromium,,,,,,,Solid
-1,K22-De0001375,Heavy Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001375,Fibrous Asbestos (FA) >10 mm,,Total FA,,,,,,,Solid
-1,K22-De0001375,Fibrous Asbestos (FA) >10 mm,,FA Asbestos in Soil,,,,,,,Solid
-1,K22-De0001375,Fibrous Asbestos (FA) >10 mm,,FA % asbestos (weighted average),,,,,,,Solid
-1,K22-De0001375,Fibrous Asbestos (FA) <10 mm,,FA Asbestos in Soil,,,,,,,Solid
