fileid,labsamplename,labcategoryname,labcategorycode,labtestname,labtestcode,unit,result,resultasnumeric,resultmathoperation,asbestosdetected,labsampletype
-1,K22-De0001367,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Description of Asbestos Form,,,-,,,,Solid
-1,K22-De0001367,Metals,,Chromium,,,72,72.0000,,,Solid
-1,K22-De0001367,Metals,,Arsenic,,,5.3,5.3000,,,Solid
-1,K22-De0001367,Metals,,Nickel,,,42,42.0000,,,Solid
-1,K22-De0001367,Metals,,Lead,,,38,38.0000,,,Solid
-1,K22-De0001367,Metals,,Copper,,,29,29.0000,,,Solid
-1,K22-De0001367,Metals,,Zinc,,,130,130.0000,,,Solid
-1,K22-De0001367,Metals,,Cadmium,,,0.31,0.3100,,,Solid
-1,K22-De0001367,Heavy Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001367,Heavy Metals,,Chromium,,,,,,,Solid
-1,K22-De0001367,Heavy Metals,,Copper,,,,,,,Solid
-1,K22-De0001367,Fibrous Asbestos (FA) >10 mm,,Total FA,,,,,,,Solid
-1,K22-De0001367,Fibrous Asbestos (FA) >10 mm,,FA % asbestos (weighted average),,,,,,,Solid
-1,K22-De0001367,Fibrous Asbestos (FA) >10 mm,,FA Asbestos in Soil,,,,,,,Solid
-1,K22-De0001367,Fibrous Asbestos (FA) <10 mm,,FA % asbestos (weighted average),,,,,,,Solid
-1,K22-De0001367,Fibrous Asbestos (FA) <10 mm,,FA Asbestos in Soil,,,,,,,Solid
-1,K22-De0001367,Fibrous Asbestos (FA) <10 mm,,Total FA,,,,,,,Solid
-1,K22-De0001367,Asbestos in Soils (NZ GAMAS),,Weight (<10 mm >2 mm),,,,,,,Solid
-1,K22-De0001367,Asbestos in Soils (NZ GAMAS),,Weight (<2 mm),,,,,,,Solid
-1,K22-De0001367,Asbestos in Soils (NZ GAMAS),,Weight (>10 mm),,,,,,,Solid
-1,K22-De0001367,Asbestos in Soils (AS 4964-2004),,Trace Analysis,,,,,,,Solid
-1,K22-De0001367,Asbestos in Soils (AS 4964-2004),,Asbestos Content (as asbestos),,,,,,,Solid
-1,K22-De0001367,Asbestos in Soils (AS 4964-2004),,Asbestos Detected,,,,,,,Solid
-1,K22-De0001367,Asbestos in Soils (AS 4964-2004),,Total Analytical Fraction,,,,,,,Solid
-1,K22-De0001367,Asbestos in Soils (AS 4964-2004),,Total Dry Mass,,,,,,,Solid
-1,K22-De0001367,Asbestos in Soils (AS 4964-2004),,Received Weight,,,,,,,Solid
-1,K22-De0001367,Asbestos in Soils (AS 4964-2004),,Sample Description,,,,,,,Solid
-1,K22-De0001367,Asbestos Fines (AF) < 10 mm,,AF Asbestos in Soil,,,,,,,Solid
-1,K22-De0001367,Asbestos Fines (AF) < 10 mm,,Total AF,,,,,,,Solid
-1,K22-De0001367,Asbestos Containing Materials (ACM) >10 mm,,Total ACM (> 10mm),,,,,,,Solid
-1,K22-De0001367,Asbestos (Presence/Absence),,Asbestos type,,,Chrysotile (White Asbestos) detected,,,,Solid
-1,K22-De0001367,Asbestos (Presence/Absence),,Asbestos form,,,-,,,,Solid
-1,K22-De0001367,,,% Moisture,,,25,25.0000,,,Solid
-1,K22-De0001367,,,Asbestos Sample Description,,,,,,,Solid
-1,K22-De0001366,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Description of Asbestos Form,,,Weathered fibre cement fragments and loose fibre bundles.,,,,Solid
-1,K22-De0001366,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos Presence / Absence,,,Chrysotile (White Asbestos) detected),,,Detected,Solid
-1,K22-De0001366,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Combined Fibrous Asbestos + Asbestos Fines as % of Total Sample,,,0.243,0.2430,,,Solid
-1,K22-De0001366,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos in ACM as % of Total Sample,,,0.23,0.2300,,,Solid
-1,K22-De0001366,Metals,,Arsenic,,,8.2,8.2000,,,Solid
-1,K22-De0001366,Metals,,Chromium,,,72,72.0000,,,Solid
-1,K22-De0001366,Metals,,Lead,,,50,50.0000,,,Solid
-1,K22-De0001366,Metals,,Nickel,,,43,43.0000,,,Solid
-1,K22-De0001366,Metals,,Copper,,,43,43.0000,,,Solid
-1,K22-De0001366,Metals,,Zinc,,,110,110.0000,,,Solid
-1,K22-De0001366,Metals,,Cadmium,,,0.22,0.2200,,,Solid
-1,K22-De0001366,Heavy Metals,,Chromium,,,,,,,Solid
-1,K22-De0001366,Heavy Metals,,Copper,,,,,,,Solid
-1,K22-De0001366,Heavy Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001366,Fibrous Asbestos (FA) >10 mm,,FA % asbestos (weighted average),,,50,50.0000,,,Solid
-1,K22-De0001366,Fibrous Asbestos (FA) >10 mm,,Total FA,,,1.44125,1.4412,,,Solid
-1,K22-De0001366,Fibrous Asbestos (FA) >10 mm,,FA Asbestos in Soil,,,0.168,0.1680,,,Solid
-1,K22-De0001366,Fibrous Asbestos (FA) <10 mm,,FA % asbestos (weighted average),,,80,80.0000,,,Solid
-1,K22-De0001366,Fibrous Asbestos (FA) <10 mm,,Total FA,,,0.09389,0.0939,,,Solid
-1,K22-De0001366,Fibrous Asbestos (FA) <10 mm,,FA Asbestos in Soil,,,0.018,0.0180,,,Solid
-1,K22-De0001366,Asbestos in Soils (NZ GAMAS),,Weight (<10 mm >2 mm),,,231.52,231.5200,,,Solid
-1,K22-De0001366,Asbestos in Soils (NZ GAMAS),,Weight (<2 mm),,,174.33,174.3300,,,Solid
-1,K22-De0001366,Asbestos in Soils (NZ GAMAS),,Weight (>10 mm),,,12.84,12.8400,,,Solid
-1,K22-De0001366,Asbestos in Soils (AS 4964-2004),,Asbestos Detected,,,Yes,,,,Solid
-1,K22-De0001366,Asbestos in Soils (AS 4964-2004),,Trace Analysis,,,No trace asbestos detected.,,,,Solid
-1,K22-De0001366,Asbestos in Soils (AS 4964-2004),,Sample Description,,,Fine grained soil and rocks,,,,Solid
-1,K22-De0001366,Asbestos in Soils (AS 4964-2004),,Received Weight,,,585.63,585.6300,,,Solid
-1,K22-De0001366,Asbestos in Soils (AS 4964-2004),,Total Dry Mass,,,429.2,429.2000,,,Solid
-1,K22-De0001366,Asbestos in Soils (AS 4964-2004),,Total Analytical Fraction,,,429.2,429.2000,,,Solid
-1,K22-De0001366,Asbestos in Soils (AS 4964-2004),,Asbestos Content (as asbestos),,,0.47,0.4700,,,Solid
-1,K22-De0001366,Asbestos Fines (AF) < 10 mm,,Total AF,,,0.2461,0.2461,,,Solid
-1,K22-De0001366,Asbestos Fines (AF) < 10 mm,,AF Asbestos in Soil,,,0.057,0.0570,,,Solid
-1,K22-De0001366,Asbestos Containing Materials (ACM) >10 mm,,Total ACM (> 10mm),,,4.9,4.9000,,,Solid
-1,K22-De0001366,Asbestos (Presence/Absence),,Asbestos form,,,Loose fibre bundles,,,,Solid
-1,K22-De0001366,Asbestos (Presence/Absence),,Asbestos type,,,Chrysotile (White Asbestos) detected,,,,Solid
-1,K22-De0001366,,,Asbestos Sample Description,,,Fine grained soil and rocks,,,,Solid
-1,K22-De0001366,,,% Moisture,,,27,27.0000,,,Solid
-1,K22-De0001365,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos Presence / Absence,,,Asbestos NOT detected,,,Not Detected,Solid
-1,K22-De0001365,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Description of Asbestos Form,,,-,,,,Solid
-1,K22-De0001365,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Combined Fibrous Asbestos + Asbestos Fines as % of Total Sample,,,-,,,,Solid
-1,K22-De0001365,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos in ACM as % of Total Sample,,,-,,,,Solid
-1,K22-De0001365,Metals,,Arsenic,,,8.7,8.7000,,,Solid
-1,K22-De0001365,Metals,,Chromium,,,73,73.0000,,,Solid
-1,K22-De0001365,Metals,,Nickel,,,51,51.0000,,,Solid
-1,K22-De0001365,Metals,,Copper,,,44,44.0000,,,Solid
-1,K22-De0001365,Metals,,Lead,,,28,28.0000,,,Solid
-1,K22-De0001365,Metals,,Zinc,,,130,130.0000,,,Solid
-1,K22-De0001365,Metals,,Cadmium,,,0.23,0.2300,,,Solid
-1,K22-De0001365,Heavy Metals,,Copper,,,,,,,Solid
-1,K22-De0001365,Heavy Metals,,Chromium,,,,,,,Solid
-1,K22-De0001365,Heavy Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001365,Fibrous Asbestos (FA) >10 mm,,FA Asbestos in Soil,,,,,,,Solid
-1,K22-De0001365,Fibrous Asbestos (FA) >10 mm,,Total FA,,,,,,,Solid
-1,K22-De0001365,Fibrous Asbestos (FA) >10 mm,,FA % asbestos (weighted average),,,,,,,Solid
-1,K22-De0001365,Fibrous Asbestos (FA) <10 mm,,FA Asbestos in Soil,,,,,,,Solid
-1,K22-De0001365,Fibrous Asbestos (FA) <10 mm,,Total FA,,,,,,,Solid
-1,K22-De0001365,Fibrous Asbestos (FA) <10 mm,,FA % asbestos (weighted average),,,,,,,Solid
-1,K22-De0001365,Asbestos in Soils (NZ GAMAS),,Weight (<10 mm >2 mm),,,,,,,Solid
-1,K22-De0001365,Asbestos in Soils (NZ GAMAS),,Weight (>10 mm),,,,,,,Solid
-1,K22-De0001365,Asbestos in Soils (NZ GAMAS),,Weight (<2 mm),,,,,,,Solid
-1,K22-De0001365,Asbestos in Soils (AS 4964-2004),,Trace Analysis,,,,,,,Solid
-1,K22-De0001365,Asbestos in Soils (AS 4964-2004),,Asbestos Content (as asbestos),,,,,,,Solid
-1,K22-De0001365,Asbestos in Soils (AS 4964-2004),,Asbestos Detected,,,,,,,Solid
-1,K22-De0001365,Asbestos in Soils (AS 4964-2004),,Total Analytical Fraction,,,,,,,Solid
-1,K22-De0001365,Asbestos in Soils (AS 4964-2004),,Total Dry Mass,,,,,,,Solid
-1,K22-De0001365,Asbestos in Soils (AS 4964-2004),,Received Weight,,,,,,,Solid
-1,K22-De0001365,Asbestos in Soils (AS 4964-2004),,Sample Description,,,,,,,Solid
-1,K22-De0001365,Asbestos Fines (AF) < 10 mm,,AF Asbestos in Soil,,,,,,,Solid
-1,K22-De0001365,Asbestos Fines (AF) < 10 mm,,Total AF,,,,,,,Solid
-1,K22-De0001365,Asbestos Containing Materials (ACM) >10 mm,,Total ACM (> 10mm),,,,,,,Solid
-1,K22-De0001365,Asbestos (Presence/Absence),,Asbestos type,,,Asbestos NOT detected,,,,Solid
-1,K22-De0001365,Asbestos (Presence/Absence),,Asbestos form,,,-,,,,Solid
-1,K22-De0001365,,,Asbestos Sample Description,,,Fine grained soil and rocks,,,,Solid
-1,K22-De0001365,,,% Moisture,,,32,32.0000,,,Solid
-1,K22-De0001364,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Description of Asbestos Form,,,Weathered fibre cement fragments and loose fibre bundles.,,,,Solid
-1,K22-De0001364,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos Presence / Absence,,,Chrysotile (White Asbestos) detected),,,Detected,Solid
-1,K22-De0001364,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Combined Fibrous Asbestos + Asbestos Fines as % of Total Sample,,,0.011,0.0110,,,Solid
-1,K22-De0001364,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos in ACM as % of Total Sample,,,-,,,,Solid
-1,K22-De0001364,Metals,,Copper,,,93,93.0000,,,Solid
-1,K22-De0001364,Metals,,Lead,,,86,86.0000,,,Solid
-1,K22-De0001364,Metals,,Nickel,,,56,56.0000,,,Solid
-1,K22-De0001364,Metals,,Zinc,,,360,360.0000,,,Solid
-1,K22-De0001364,Metals,,Chromium,,,160,160.0000,,,Solid
-1,K22-De0001364,Metals,,Arsenic,,,13,13.0000,,,Solid
-1,K22-De0001364,Metals,,Cadmium,,,0.95,0.9500,,,Solid
-1,K22-De0001364,Heavy Metals,,Chromium,,,,,,,Solid
-1,K22-De0001364,Heavy Metals,,Copper,,,,,,,Solid
-1,K22-De0001364,Heavy Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001364,Fibrous Asbestos (FA) >10 mm,,FA % asbestos (weighted average),,,N/A,,,,Solid
-1,K22-De0001364,Fibrous Asbestos (FA) >10 mm,,FA Asbestos in Soil,,,<0.001,0.0010,<,,Solid
-1,K22-De0001364,Fibrous Asbestos (FA) >10 mm,,Total FA,,,<0.00001,0.0000,<,,Solid
-1,K22-De0001364,Fibrous Asbestos (FA) <10 mm,,FA % asbestos (weighted average),,,80,80.0000,,,Solid
-1,K22-De0001364,Fibrous Asbestos (FA) <10 mm,,Total FA,,,0.03971,0.0397,,,Solid
-1,K22-De0001364,Fibrous Asbestos (FA) <10 mm,,FA Asbestos in Soil,,,0.007,0.0070,,,Solid
-1,K22-De0001364,Asbestos in Soils (NZ GAMAS),,Weight (<2 mm),,,232.69,232.6900,,,Solid
-1,K22-De0001364,Asbestos in Soils (NZ GAMAS),,Weight (<10 mm >2 mm),,,213.92,213.9200,,,Solid
-1,K22-De0001364,Asbestos in Soils (NZ GAMAS),,Weight (>10 mm),,,17.35,17.3500,,,Solid
-1,K22-De0001364,Asbestos in Soils (AS 4964-2004),,Asbestos Detected,,,Yes,,,,Solid
-1,K22-De0001364,Asbestos in Soils (AS 4964-2004),,Trace Analysis,,,No trace asbestos detected.,,,,Solid
-1,K22-De0001364,Asbestos in Soils (AS 4964-2004),,Sample Description,,,Fine grained soil and rocks,,,,Solid
-1,K22-De0001364,Asbestos in Soils (AS 4964-2004),,Received Weight,,,647.76,647.7600,,,Solid
-1,K22-De0001364,Asbestos in Soils (AS 4964-2004),,Total Dry Mass,,,475.56,475.5600,,,Solid
-1,K22-De0001364,Asbestos in Soils (AS 4964-2004),,Total Analytical Fraction,,,475.56,475.5600,,,Solid
-1,K22-De0001364,Asbestos in Soils (AS 4964-2004),,Asbestos Content (as asbestos),,,0.01,0.0100,,,Solid
-1,K22-De0001364,Asbestos Fines (AF) < 10 mm,,Total AF,,,0.02035,0.0204,,,Solid
-1,K22-De0001364,Asbestos Fines (AF) < 10 mm,,AF Asbestos in Soil,,,0.004,0.0040,,,Solid
-1,K22-De0001364,Asbestos Containing Materials (ACM) >10 mm,,Total ACM (> 10mm),,,<0.1,0.1000,<,,Solid
-1,K22-De0001364,Asbestos (Presence/Absence),,Asbestos form,,,Fibre cement fragments,,,,Solid
-1,K22-De0001364,Asbestos (Presence/Absence),,Asbestos type,,,Chrysotile (White Asbestos) detected,,,,Solid
-1,K22-De0001364,,,Asbestos Sample Description,,,Fine grained soil and rocks,,,,Solid
-1,K22-De0001364,,,% Moisture,,,29,29.0000,,,Solid
-1,K22-De0001363,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Description of Asbestos Form,,,Weathered fibre cement fragments and loose fibre bundles.,,,,Solid
-1,K22-De0001363,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos Presence / Absence,,,Chrysotile (White Asbestos) detected),,,Detected,Solid
-1,K22-De0001363,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos in ACM as % of Total Sample,,,0.15,0.1500,,,Solid
-1,K22-De0001363,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Combined Fibrous Asbestos + Asbestos Fines as % of Total Sample,,,0.04,0.0400,,,Solid
-1,K22-De0001363,Metals,,Chromium,,,75,75.0000,,,Solid
-1,K22-De0001363,Metals,,Arsenic,,,5.5,5.5000,,,Solid
-1,K22-De0001363,Metals,,Copper,,,42,42.0000,,,Solid
-1,K22-De0001363,Metals,,Nickel,,,40,40.0000,,,Solid
-1,K22-De0001363,Metals,,Lead,,,23,23.0000,,,Solid
-1,K22-De0001363,Metals,,Zinc,,,100,100.0000,,,Solid
-1,K22-De0001363,Metals,,Cadmium,,,0.18,0.1800,,,Solid
-1,K22-De0001363,Heavy Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001363,Heavy Metals,,Chromium,,,,,,,Solid
-1,K22-De0001363,Heavy Metals,,Copper,,,,,,,Solid
-1,K22-De0001363,Fibrous Asbestos (FA) >10 mm,,FA % asbestos (weighted average),,,70,70.0000,,,Solid
-1,K22-De0001363,Fibrous Asbestos (FA) >10 mm,,Total FA,,,0.11584,0.1158,,,Solid
-1,K22-De0001363,Fibrous Asbestos (FA) >10 mm,,FA Asbestos in Soil,,,0.016,0.0160,,,Solid
-1,K22-De0001363,Fibrous Asbestos (FA) <10 mm,,FA % asbestos (weighted average),,,80,80.0000,,,Solid
-1,K22-De0001363,Fibrous Asbestos (FA) <10 mm,,Total FA,,,0.06019,0.0602,,,Solid
-1,K22-De0001363,Fibrous Asbestos (FA) <10 mm,,FA Asbestos in Soil,,,0.01,0.0100,,,Solid
-1,K22-De0001363,Asbestos in Soils (NZ GAMAS),,Weight (<10 mm >2 mm),,,221.61,221.6100,,,Solid
-1,K22-De0001363,Asbestos in Soils (NZ GAMAS),,Weight (<2 mm),,,220.44,220.4400,,,Solid
-1,K22-De0001363,Asbestos in Soils (NZ GAMAS),,Weight (>10 mm),,,10.11,10.1100,,,Solid
-1,K22-De0001363,Asbestos in Soils (AS 4964-2004),,Asbestos Detected,,,Yes,,,,Solid
-1,K22-De0001363,Asbestos in Soils (AS 4964-2004),,Trace Analysis,,,No trace asbestos detected.,,,,Solid
-1,K22-De0001363,Asbestos in Soils (AS 4964-2004),,Sample Description,,,Fine grained soil and rocks,,,,Solid
-1,K22-De0001363,Asbestos in Soils (AS 4964-2004),,Received Weight,,,614.37,614.3700,,,Solid
-1,K22-De0001363,Asbestos in Soils (AS 4964-2004),,Total Analytical Fraction,,,492.98,492.9800,,,Solid
-1,K22-De0001363,Asbestos in Soils (AS 4964-2004),,Total Dry Mass,,,492.98,492.9800,,,Solid
-1,K22-De0001363,Asbestos in Soils (AS 4964-2004),,Asbestos Content (as asbestos),,,0.19,0.1900,,,Solid
-1,K22-De0001363,Asbestos Fines (AF) < 10 mm,,Total AF,,,0.06681,0.0668,,,Solid
-1,K22-De0001363,Asbestos Fines (AF) < 10 mm,,AF Asbestos in Soil,,,0.014,0.0140,,,Solid
-1,K22-De0001363,Asbestos Containing Materials (ACM) >10 mm,,Total ACM (> 10mm),,,3.7,3.7000,,,Solid
-1,K22-De0001363,Asbestos (Presence/Absence),,Asbestos form,,,Loose fibre bundles,,,,Solid
-1,K22-De0001363,Asbestos (Presence/Absence),,Asbestos type,,,Chrysotile (White Asbestos) detected,,,,Solid
-1,K22-De0001363,,,Asbestos Sample Description,,,Fine grained soil and rocks,,,,Solid
-1,K22-De0001363,,,% Moisture,,,26,26.0000,,,Solid
-1,K22-De0001362,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Description of Asbestos Form,,,Loose fibre bundles.,,,,Solid
-1,K22-De0001362,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos Presence / Absence,,,Chrysotile (White Asbestos) detected),,,Detected,Solid
-1,K22-De0001362,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Combined Fibrous Asbestos + Asbestos Fines as % of Total Sample,,,<0.001,0.0010,<,,Solid
-1,K22-De0001362,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos in ACM as % of Total Sample,,,-,,,,Solid
-1,K22-De0001362,Metals,,Arsenic,,,9.6,9.6000,,,Solid
-1,K22-De0001362,Metals,,Chromium,,,68,68.0000,,,Solid
-1,K22-De0001362,Metals,,Nickel,,,45,45.0000,,,Solid
-1,K22-De0001362,Metals,,Copper,,,43,43.0000,,,Solid
-1,K22-De0001362,Metals,,Lead,,,30,30.0000,,,Solid
-1,K22-De0001362,Metals,,Zinc,,,120,120.0000,,,Solid
-1,K22-De0001362,Metals,,Cadmium,,,0.15,0.1500,,,Solid
-1,K22-De0001362,Heavy Metals,,Copper,,,,,,,Solid
-1,K22-De0001362,Heavy Metals,,Chromium,,,,,,,Solid
-1,K22-De0001362,Heavy Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001362,Fibrous Asbestos (FA) >10 mm,,FA % asbestos (weighted average),,,N/A,,,,Solid
-1,K22-De0001362,Fibrous Asbestos (FA) >10 mm,,FA Asbestos in Soil,,,<0.001,0.0010,<,,Solid
-1,K22-De0001362,Fibrous Asbestos (FA) >10 mm,,Total FA,,,<0.00001,0.0000,<,,Solid
-1,K22-De0001362,Fibrous Asbestos (FA) <10 mm,,FA % asbestos (weighted average),,,N/A,,,,Solid
-1,K22-De0001362,Fibrous Asbestos (FA) <10 mm,,FA Asbestos in Soil,,,<0.001,0.0010,<,,Solid
-1,K22-De0001362,Fibrous Asbestos (FA) <10 mm,,Total FA,,,<0.00001,0.0000,<,,Solid
-1,K22-De0001362,Asbestos in Soils (NZ GAMAS),,Weight (>10 mm),,,6.77,6.7700,,,Solid
-1,K22-De0001362,Asbestos in Soils (NZ GAMAS),,Weight (<10 mm >2 mm),,,193,193.0000,,,Solid
-1,K22-De0001362,Asbestos in Soils (NZ GAMAS),,Weight (<2 mm),,,159.49,159.4900,,,Solid
-1,K22-De0001362,Asbestos in Soils (AS 4964-2004),,Asbestos Detected,,,Yes,,,,Solid
-1,K22-De0001362,Asbestos in Soils (AS 4964-2004),,Trace Analysis,,,No trace asbestos detected.,,,,Solid
-1,K22-De0001362,Asbestos in Soils (AS 4964-2004),,Sample Description,,,Fine grained soil and rocks,,,,Solid
-1,K22-De0001362,Asbestos in Soils (AS 4964-2004),,Asbestos Content (as asbestos),,,<0.01,0.0100,<,,Solid
-1,K22-De0001362,Asbestos in Soils (AS 4964-2004),,Received Weight,,,530.21,530.2100,,,Solid
-1,K22-De0001362,Asbestos in Soils (AS 4964-2004),,Total Dry Mass,,,370.91,370.9100,,,Solid
-1,K22-De0001362,Asbestos in Soils (AS 4964-2004),,Total Analytical Fraction,,,370.91,370.9100,,,Solid
-1,K22-De0001362,Asbestos Fines (AF) < 10 mm,,AF Asbestos in Soil,,,<0.001,0.0010,<,,Solid
-1,K22-De0001362,Asbestos Fines (AF) < 10 mm,,Total AF,,,0.00066,0.0007,,,Solid
-1,K22-De0001362,Asbestos Containing Materials (ACM) >10 mm,,Total ACM (> 10mm),,,<0.1,0.1000,<,,Solid
-1,K22-De0001362,Asbestos (Presence/Absence),,Asbestos form,,,Fibre cement fragments,,,,Solid
-1,K22-De0001362,Asbestos (Presence/Absence),,Asbestos type,,,Chrysotile (White Asbestos) detected,,,,Solid
-1,K22-De0001362,,,Asbestos Sample Description,,,Fine grained soil and rocks,,,,Solid
-1,K22-De0001362,,,% Moisture,,,32,32.0000,,,Solid
-1,K22-De0001361,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos Presence / Absence,,,Asbestos NOT detected,,,Not Detected,Solid
-1,K22-De0001361,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Combined Fibrous Asbestos + Asbestos Fines as % of Total Sample,,,-,,,,Solid
-1,K22-De0001361,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos in ACM as % of Total Sample,,,-,,,,Solid
-1,K22-De0001361,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Description of Asbestos Form,,,-,,,,Solid
-1,K22-De0001361,Metals,,Arsenic,,,8.2,8.2000,,,Solid
-1,K22-De0001361,Metals,,Chromium,,,73,73.0000,,,Solid
-1,K22-De0001361,Metals,,Nickel,,,58,58.0000,,,Solid
-1,K22-De0001361,Metals,,Copper,,,40,40.0000,,,Solid
-1,K22-De0001361,Metals,,Lead,,,38,38.0000,,,Solid
-1,K22-De0001361,Metals,,Zinc,,,110,110.0000,,,Solid
-1,K22-De0001361,Metals,,Cadmium,,,0.15,0.1500,,,Solid
-1,K22-De0001361,Heavy Metals,,Copper,,,,,,,Solid
-1,K22-De0001361,Heavy Metals,,Chromium,,,,,,,Solid
-1,K22-De0001361,Heavy Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001361,Fibrous Asbestos (FA) >10 mm,,FA Asbestos in Soil,,,,,,,Solid
-1,K22-De0001361,Fibrous Asbestos (FA) >10 mm,,FA % asbestos (weighted average),,,,,,,Solid
-1,K22-De0001361,Fibrous Asbestos (FA) >10 mm,,Total FA,,,,,,,Solid
-1,K22-De0001361,Fibrous Asbestos (FA) <10 mm,,FA Asbestos in Soil,,,,,,,Solid
-1,K22-De0001361,Fibrous Asbestos (FA) <10 mm,,FA % asbestos (weighted average),,,,,,,Solid
-1,K22-De0001361,Fibrous Asbestos (FA) <10 mm,,Total FA,,,,,,,Solid
-1,K22-De0001361,Asbestos in Soils (NZ GAMAS),,Weight (<2 mm),,,,,,,Solid
-1,K22-De0001361,Asbestos in Soils (NZ GAMAS),,Weight (<10 mm >2 mm),,,,,,,Solid
-1,K22-De0001361,Asbestos in Soils (NZ GAMAS),,Weight (>10 mm),,,,,,,Solid
-1,K22-De0001361,Asbestos in Soils (AS 4964-2004),,Trace Analysis,,,,,,,Solid
-1,K22-De0001361,Asbestos in Soils (AS 4964-2004),,Asbestos Content (as asbestos),,,,,,,Solid
-1,K22-De0001361,Asbestos in Soils (AS 4964-2004),,Asbestos Detected,,,,,,,Solid
-1,K22-De0001361,Asbestos in Soils (AS 4964-2004),,Total Analytical Fraction,,,,,,,Solid
-1,K22-De0001361,Asbestos in Soils (AS 4964-2004),,Total Dry Mass,,,,,,,Solid
-1,K22-De0001361,Asbestos in Soils (AS 4964-2004),,Received Weight,,,,,,,Solid
-1,K22-De0001361,Asbestos in Soils (AS 4964-2004),,Sample Description,,,,,,,Solid
-1,K22-De0001361,Asbestos Fines (AF) < 10 mm,,AF Asbestos in Soil,,,,,,,Solid
-1,K22-De0001361,Asbestos Fines (AF) < 10 mm,,Total AF,,,,,,,Solid
-1,K22-De0001361,Asbestos Containing Materials (ACM) >10 mm,,Total ACM (> 10mm),,,,,,,Solid
-1,K22-De0001361,Asbestos (Presence/Absence),,Asbestos type,,,Asbestos NOT detected,,,,Solid
-1,K22-De0001361,Asbestos (Presence/Absence),,Asbestos form,,,-,,,,Solid
-1,K22-De0001361,,,Asbestos Sample Description,,,Fine grained soil and rocks,,,,Solid
-1,K22-De0001361,,,% Moisture,,,30,30.0000,,,Solid
-1,K22-De0001360,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Description of Asbestos Form,,,Loose fibre bundles.,,,,Solid
-1,K22-De0001360,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos Presence / Absence,,,Chrysotile (White Asbestos) detected),,,Detected,Solid
-1,K22-De0001360,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Combined Fibrous Asbestos + Asbestos Fines as % of Total Sample,,,0.004,0.0040,,,Solid
-1,K22-De0001360,New Zealand Guidelines Semi Quantitative Asbestos in Soil,,Asbestos in ACM as % of Total Sample,,,-,,,,Solid
-1,K22-De0001360,Metals,,Arsenic,,,9.1,9.1000,,,Solid
-1,K22-De0001360,Metals,,Chromium,,,71,71.0000,,,Solid
-1,K22-De0001360,Metals,,Nickel,,,52,52.0000,,,Solid
-1,K22-De0001360,Metals,,Copper,,,43,43.0000,,,Solid
-1,K22-De0001360,Metals,,Lead,,,22,22.0000,,,Solid
-1,K22-De0001360,Metals,,Zinc,,,130,130.0000,,,Solid
-1,K22-De0001360,Metals,,Cadmium,,,0.17,0.1700,,,Solid
-1,K22-De0001360,Heavy Metals,,Chromium,,,,,,,Solid
-1,K22-De0001360,Heavy Metals,,Cadmium,,,,,,,Solid
-1,K22-De0001360,Heavy Metals,,Copper,,,,,,,Solid
-1,K22-De0001360,Fibrous Asbestos (FA) >10 mm,,FA % asbestos (weighted average),,,N/A,,,,Solid
-1,K22-De0001360,Fibrous Asbestos (FA) >10 mm,,FA Asbestos in Soil,,,<0.001,0.0010,<,,Solid
